# Format: Course,Semester,SAP,SubjectCode,Component,Index,Total,Obtained
BSIET,2,70177012,BS-221,lab,1,10,9
BSIET,2,70177012,BS-221,lab,2,10,9
BSIET,2,70177012,BS-221,lab,3,10,9
BSIET,2,70177012,BS-221,lab,4,10,9
BSIET,2,70177012,BS-221,lab,5,10,9
BSIET,2,70177012,BS-221,lab,6,10,9
BSIET,2,70177012,BS-221,lab,7,10,9
BSIET,2,70177012,BS-221,lab,8,10,9
BSIET,2,70177012,BS-221,lab,9,10,9
BSIET,2,70177012,BS-221,lab,10,10,9
BSIET,2,70177012,BS-221,lab,11,10,9
BSIET,2,70177012,BS-221,lab,12,10,9
BSIET,2,70177012,BS-221,lab,13,10,9
BSIET,2,70177012,BS-221,lab,14,10,9
BSIET,2,70177012,BS-221,lab,15,10,9
BSIET,2,70177012,BS-221,lab,16,10,9
BSIET,2,70177012,BS-222,quizzes,1,10,8
BSIET,2,70177012,BS-222,quizzes,2,10,9
BSIET,2,70177012,BS-222,quizzes,3,10,8
BSIET,2,70177012,BS-222,quizzes,4,10,9
BSIET,2,70177012,BS-222,assignments,1,10,9
BSIET,2,70177012,BS-222,assignments,2,10,9
BSIET,2,70177012,BS-222,assignments,3,10,7
BSIET,2,70177012,BS-222,assignments,4,10,3
BSIET,2,70177012,BS-222,midterm,1,100,64
BSIET,2,70177012,BS-222,final,1,100,81
BSIET,2,70177012,BS-223,quizzes,1,10,8
BSIET,2,70177012,BS-223,quizzes,2,10,9
BSIET,2,70177012,BS-223,quizzes,3,10,8
BSIET,2,70177012,BS-223,quizzes,4,10,9
BSIET,2,70177012,BS-223,assignments,1,10,9
BSIET,2,70177012,BS-223,assignments,2,10,9
BSIET,2,70177012,BS-223,assignments,3,10,7
BSIET,2,70177012,BS-223,assignments,4,10,3
BSIET,2,70177012,BS-223,midterm,1,100,64
BSIET,2,70177012,BS-223,final,1,100,81
BSIET,2,70177012,BS-223,lab,1,10,9
BSIET,2,70177012,BS-223,lab,2,10,9
BSIET,2,70177012,BS-223,lab,3,10,9
BSIET,2,70177012,BS-223,lab,4,10,9
BSIET,2,70177012,BS-223,lab,5,10,9
BSIET,2,70177012,BS-223,lab,6,10,9
BSIET,2,70177012,BS-223,lab,7,10,9
BSIET,2,70177012,BS-223,lab,8,10,9
BSIET,2,70177012,BS-223,lab,9,10,9
BSIET,2,70177012,BS-223,lab,10,10,9
BSIET,2,70177012,BS-223,lab,11,10,9
BSIET,2,70177012,BS-223,lab,12,10,9
BSIET,2,70177012,BS-223,lab,13,10,9
BSIET,2,70177012,BS-223,lab,14,10,9
BSIET,2,70177012,BS-223,lab,15,10,9
BSIET,2,70177012,BS-223,lab,16,10,9
BSIET,2,70177012,BS-224,quizzes,1,10,8
BSIET,2,70177012,BS-224,quizzes,2,10,9
BSIET,2,70177012,BS-224,quizzes,3,10,8
BSIET,2,70177012,BS-224,quizzes,4,10,9
BSIET,2,70177012,BS-224,assignments,1,10,9
BSIET,2,70177012,BS-224,assignments,2,10,9
BSIET,2,70177012,BS-224,assignments,3,10,7
BSIET,2,70177012,BS-224,assignments,4,10,3
BSIET,2,70177012,BS-224,midterm,1,100,64
BSIET,2,70177012,BS-224,final,1,100,81
BSIET,2,70177012,BS-225,quizzes,1,10,8
BSIET,2,70177012,BS-225,quizzes,2,10,9
BSIET,2,70177012,BS-225,quizzes,3,10,8
BSIET,2,70177012,BS-225,quizzes,4,10,9
BSIET,2,70177012,BS-225,assignments,1,10,9
BSIET,2,70177012,BS-225,assignments,2,10,9
BSIET,2,70177012,BS-225,assignments,3,10,7
BSIET,2,70177012,BS-225,assignments,4,10,3
BSIET,2,70177012,BS-225,midterm,1,100,64
BSIET,2,70177012,BS-225,final,1,100,81
BSIET,2,70177012,BS-225,lab,1,10,9
BSIET,2,70177012,BS-225,lab,2,10,9
BSIET,2,70177012,BS-225,lab,3,10,9
BSIET,2,70177012,BS-225,lab,4,10,9
BSIET,2,70177012,BS-225,lab,5,10,9
BSIET,2,70177012,BS-225,lab,6,10,9
BSIET,2,70177012,BS-225,lab,7,10,9
BSIET,2,70177012,BS-225,lab,8,10,9
BSIET,2,70177012,BS-225,lab,9,10,9
BSIET,2,70177012,BS-225,lab,10,10,9
BSIET,2,70177012,BS-225,lab,11,10,9
BSIET,2,70177012,BS-225,lab,12,10,9
BSIET,2,70177012,BS-225,lab,13,10,9
BSIET,2,70177012,BS-225,lab,14,10,9
BSIET,2,70177012,BS-225,lab,15,10,9
BSIET,2,70177012,BS-225,lab,16,10,9
BSIET,2,70177013,BS-221,quizzes,1,10,8
BSIET,2,70177013,BS-221,quizzes,2,10,9
BSIET,2,70177013,BS-221,quizzes,3,10,8
BSIET,2,70177013,BS-221,quizzes,4,10,9
BSIET,2,70177013,BS-221,assignments,1,10,9
BSIET,2,70177013,BS-221,assignments,2,10,9
BSIET,2,70177013,BS-221,assignments,3,10,7
BSIET,2,70177013,BS-221,assignments,4,10,3
BSIET,2,70177013,BS-221,midterm,1,100,64
BSIET,2,70177013,BS-221,final,1,100,81
BSIET,2,70177013,BS-221,lab,1,10,9
BSIET,2,70177013,BS-221,lab,2,10,9
BSIET,2,70177013,BS-221,lab,3,10,9
BSIET,2,70177013,BS-221,lab,4,10,9
BSIET,2,70177013,BS-221,lab,5,10,9
BSIET,2,70177013,BS-221,lab,6,10,9
BSIET,2,70177013,BS-221,lab,7,10,9
BSIET,2,70177013,BS-221,lab,8,10,9
BSIET,2,70177013,BS-221,lab,9,10,9
BSIET,2,70177013,BS-221,lab,10,10,9
BSIET,2,70177013,BS-221,lab,11,10,9
BSIET,2,70177013,BS-221,lab,12,10,9
BSIET,2,70177013,BS-221,lab,13,10,9
BSIET,2,70177013,BS-221,lab,14,10,9
BSIET,2,70177013,BS-221,lab,15,10,9
BSIET,2,70177013,BS-221,lab,16,10,9
BSIET,2,70177013,BS-222,quizzes,1,10,8
BSIET,2,70177013,BS-222,quizzes,2,10,9
BSIET,2,70177013,BS-222,quizzes,3,10,8
BSIET,2,70177013,BS-222,quizzes,4,10,9
BSIET,2,70177013,BS-222,assignments,1,10,9
BSIET,2,70177013,BS-222,assignments,2,10,9
BSIET,2,70177013,BS-222,assignments,3,10,7
BSIET,2,70177013,BS-222,assignments,4,10,3
BSIET,2,70177013,BS-222,midterm,1,100,64
BSIET,2,70177013,BS-222,final,1,100,81
BSIET,2,70177013,BS-223,quizzes,1,10,8
BSIET,2,70177013,BS-223,quizzes,2,10,9
BSIET,2,70177013,BS-223,quizzes,3,10,8
BSIET,2,70177013,BS-223,quizzes,4,10,9
BSIET,2,70177013,BS-223,assignments,1,10,9
BSIET,2,70177013,BS-223,assignments,2,10,9
BSIET,2,70177013,BS-223,assignments,3,10,7
BSIET,2,70177013,BS-223,assignments,4,10,3
BSIET,2,70177013,BS-223,midterm,1,100,64
BSIET,2,70177013,BS-223,final,1,100,81
BSIET,2,70177013,BS-223,lab,1,10,9
BSIET,2,70177013,BS-223,lab,2,10,9
BSIET,2,70177013,BS-223,lab,3,10,9
BSIET,2,70177013,BS-223,lab,4,10,9
BSIET,2,70177013,BS-223,lab,5,10,9
BSIET,2,70177013,BS-223,lab,6,10,9
BSIET,2,70177013,BS-223,lab,7,10,9
BSIET,2,70177013,BS-223,lab,8,10,9
BSIET,2,70177013,BS-223,lab,9,10,9
BSIET,2,70177013,BS-223,lab,10,10,9
BSIET,2,70177013,BS-223,lab,11,10,9
BSIET,2,70177013,BS-223,lab,12,10,9
BSIET,2,70177013,BS-223,lab,13,10,9
BSIET,2,70177013,BS-223,lab,14,10,9
BSIET,2,70177013,BS-223,lab,15,10,9
BSIET,2,70177013,BS-223,lab,16,10,9
BSIET,2,70177013,BS-224,quizzes,1,10,8
BSIET,2,70177013,BS-224,quizzes,2,10,9
BSIET,2,70177013,BS-224,quizzes,3,10,8
BSIET,2,70177013,BS-224,quizzes,4,10,9
BSIET,2,70177013,BS-224,assignments,1,10,9
BSIET,2,70177013,BS-224,assignments,2,10,9
BSIET,2,70177013,BS-224,assignments,3,10,7
BSIET,2,70177013,BS-224,assignments,4,10,3
BSIET,2,70177013,BS-224,midterm,1,100,64
BSIET,2,70177013,BS-224,final,1,100,81
BSIET,2,70177013,BS-225,quizzes,1,10,8
BSIET,2,70177013,BS-225,quizzes,2,10,9
BSIET,2,70177013,BS-225,quizzes,3,10,8
BSIET,2,70177013,BS-225,quizzes,4,10,9
BSIET,2,70177013,BS-225,assignments,1,10,9
BSIET,2,70177013,BS-225,assignments,2,10,9
BSIET,2,70177013,BS-225,assignments,3,10,7
BSIET,2,70177013,BS-225,assignments,4,10,3
BSIET,2,70177013,BS-225,midterm,1,100,64
BSIET,2,70177013,BS-225,final,1,100,81
BSIET,2,70177013,BS-225,lab,1,10,9
BSIET,2,70177013,BS-225,lab,2,10,9
BSIET,2,70177013,BS-225,lab,3,10,9
BSIET,2,70177013,BS-225,lab,4,10,9
BSIET,2,70177013,BS-225,lab,5,10,9
BSIET,2,70177013,BS-225,lab,6,10,9
BSIET,2,70177013,BS-225,lab,7,10,9
BSIET,2,70177013,BS-225,lab,8,10,9
BSIET,2,70177013,BS-225,lab,9,10,9
BSIET,2,70177013,BS-225,lab,10,10,9
BSIET,2,70177013,BS-225,lab,11,10,9
BSIET,2,70177013,BS-225,lab,12,10,9
BSIET,2,70177013,BS-225,lab,13,10,9
BSIET,2,70177013,BS-225,lab,14,10,9
BSIET,2,70177013,BS-225,lab,15,10,9
BSIET,2,70177013,BS-225,lab,16,10,9
BSIET,2,70177014,BS-221,quizzes,1,10,8
BSIET,2,70177014,BS-221,quizzes,2,10,9
BSIET,2,70177014,BS-221,quizzes,3,10,8
BSIET,2,70177014,BS-221,quizzes,4,10,9
BSIET,2,70177014,BS-221,assignments,1,10,9
BSIET,2,70177014,BS-221,assignments,2,10,9
BSIET,2,70177014,BS-221,assignments,3,10,7
BSIET,2,70177014,BS-221,assignments,4,10,3
BSIET,2,70177014,BS-221,midterm,1,100,64
BSIET,2,70177014,BS-221,final,1,100,81
BSIET,2,70177014,BS-221,lab,1,10,9
BSIET,2,70177014,BS-221,lab,2,10,9
BSIET,2,70177014,BS-221,lab,3,10,9
BSIET,2,70177014,BS-221,lab,4,10,9
BSIET,2,70177014,BS-221,lab,5,10,9
BSIET,2,70177014,BS-221,lab,6,10,9
BSIET,2,70177014,BS-221,lab,7,10,9
BSIET,2,70177014,BS-221,lab,8,10,9
BSIET,2,70177014,BS-221,lab,9,10,9
BSIET,2,70177014,BS-221,lab,10,10,9
BSIET,2,70177014,BS-221,lab,11,10,9
BSIET,2,70177014,BS-221,lab,12,10,9
BSIET,2,70177014,BS-221,lab,13,10,9
BSIET,2,70177014,BS-221,lab,14,10,9
BSIET,2,70177014,BS-221,lab,15,10,9
BSIET,2,70177014,BS-221,lab,16,10,9
BSIET,2,70177014,BS-222,quizzes,1,10,8
BSIET,2,70177014,BS-222,quizzes,2,10,9
BSIET,2,70177014,BS-222,quizzes,3,10,8
BSIET,2,70177014,BS-222,quizzes,4,10,9
BSIET,2,70177014,BS-222,assignments,1,10,9
BSIET,2,70177014,BS-222,assignments,2,10,9
BSIET,2,70177014,BS-222,assignments,3,10,7
BSIET,2,70177014,BS-222,assignments,4,10,3
BSIET,2,70177014,BS-222,midterm,1,100,64
BSIET,2,70177014,BS-222,final,1,100,81
BSIET,2,70177014,BS-223,quizzes,1,10,8
BSIET,2,70177014,BS-223,quizzes,2,10,9
BSIET,2,70177014,BS-223,quizzes,3,10,8
BSIET,2,70177014,BS-223,quizzes,4,10,9
BSIET,2,70177014,BS-223,assignments,1,10,9
BSIET,2,70177014,BS-223,assignments,2,10,9
BSIET,2,70177014,BS-223,assignments,3,10,7
BSIET,2,70177014,BS-223,assignments,4,10,3
BSIET,2,70177014,BS-223,midterm,1,100,64
BSIET,2,70177014,BS-223,final,1,100,81
BSIET,2,70177014,BS-223,lab,1,10,9
BSIET,2,70177014,BS-223,lab,2,10,9
BSIET,2,70177014,BS-223,lab,3,10,9
BSIET,2,70177014,BS-223,lab,4,10,9
BSIET,2,70177014,BS-223,lab,5,10,9
BSIET,2,70177014,BS-223,lab,6,10,9
BSIET,2,70177014,BS-223,lab,7,10,9
BSIET,2,70177014,BS-223,lab,8,10,9
BSIET,2,70177014,BS-223,lab,9,10,9
BSIET,2,70177014,BS-223,lab,10,10,9
BSIET,2,70177014,BS-223,lab,11,10,9
BSIET,2,70177014,BS-223,lab,12,10,9
BSIET,2,70177014,BS-223,lab,13,10,9
BSIET,2,70177014,BS-223,lab,14,10,9
BSIET,2,70177014,BS-223,lab,15,10,9
BSIET,2,70177014,BS-223,lab,16,10,9
BSIET,2,70177014,BS-224,quizzes,1,10,8
BSIET,2,70177014,BS-224,quizzes,2,10,9
BSIET,2,70177014,BS-224,quizzes,3,10,8
BSIET,2,70177014,BS-224,quizzes,4,10,9
BSIET,2,70177014,BS-224,assignments,1,10,9
BSIET,2,70177014,BS-224,assignments,2,10,9
BSIET,2,70177014,BS-224,assignments,3,10,7
BSIET,2,70177014,BS-224,assignments,4,10,3
BSIET,2,70177014,BS-224,midterm,1,100,64
BSIET,2,70177014,BS-224,final,1,100,81
BSIET,2,70177014,BS-225,quizzes,1,10,8
BSIET,2,70177014,BS-225,quizzes,2,10,9
BSIET,2,70177014,BS-225,quizzes,3,10,8
BSIET,2,70177014,BS-225,quizzes,4,10,9
BSIET,2,70177014,BS-225,assignments,1,10,9
BSIET,2,70177014,BS-225,assignments,2,10,9
BSIET,2,70177014,BS-225,assignments,3,10,7
BSIET,2,70177014,BS-225,assignments,4,10,3
BSIET,2,70177014,BS-225,midterm,1,100,64
BSIET,2,70177014,BS-225,final,1,100,81
BSIET,2,70177014,BS-225,lab,1,10,9
BSIET,2,70177014,BS-225,lab,2,10,9
BSIET,2,70177014,BS-225,lab,3,10,9
BSIET,2,70177014,BS-225,lab,4,10,9
BSIET,2,70177014,BS-225,lab,5,10,9
BSIET,2,70177014,BS-225,lab,6,10,9
BSIET,2,70177014,BS-225,lab,7,10,9
BSIET,2,70177014,BS-225,lab,8,10,9
BSIET,2,70177014,BS-225,lab,9,10,9
BSIET,2,70177014,BS-225,lab,10,10,9
BSIET,2,70177014,BS-225,lab,11,10,9
BSIET,2,70177014,BS-225,lab,12,10,9
BSIET,2,70177014,BS-225,lab,13,10,9
BSIET,2,70177014,BS-225,lab,14,10,9
BSIET,2,70177014,BS-225,lab,15,10,9
BSIET,2,70177014,BS-225,lab,16,10,9
BSIET,2,70177015,BS-221,quizzes,1,10,8
BSIET,2,70177015,BS-221,quizzes,2,10,9
BSIET,2,70177015,BS-221,quizzes,3,10,8
BSIET,2,70177015,BS-221,quizzes,4,10,9
BSIET,2,70177015,BS-221,assignments,1,10,9
BSIET,2,70177015,BS-221,assignments,2,10,9
BSIET,2,70177015,BS-221,assignments,3,10,7
BSIET,2,70177015,BS-221,assignments,4,10,3
BSIET,2,70177015,BS-221,midterm,1,100,64
BSIET,2,70177015,BS-221,final,1,100,81
BSIET,2,70177015,BS-221,lab,1,10,9
BSIET,2,70177015,BS-221,lab,2,10,9
BSIET,2,70177015,BS-221,lab,3,10,9
BSIET,2,70177015,BS-221,lab,4,10,9
BSIET,2,70177015,BS-221,lab,5,10,9
BSIET,2,70177015,BS-221,lab,6,10,9
BSIET,2,70177015,BS-221,lab,7,10,9
BSIET,2,70177015,BS-221,lab,8,10,9
BSIET,2,70177015,BS-221,lab,9,10,9
BSIET,2,70177015,BS-221,lab,10,10,9
BSIET,2,70177015,BS-221,lab,11,10,9
BSIET,2,70177015,BS-221,lab,12,10,9
BSIET,2,70177015,BS-221,lab,13,10,9
BSIET,2,70177015,BS-221,lab,14,10,9
BSIET,2,70177015,BS-221,lab,15,10,9
BSIET,2,70177015,BS-221,lab,16,10,9
BSIET,2,70177015,BS-222,quizzes,1,10,8
BSIET,2,70177015,BS-222,quizzes,2,10,9
BSIET,2,70177015,BS-222,quizzes,3,10,8
BSIET,2,70177015,BS-222,quizzes,4,10,9
BSIET,2,70177015,BS-222,assignments,1,10,9
BSIET,2,70177015,BS-222,assignments,2,10,9
BSIET,2,70177015,BS-222,assignments,3,10,7
BSIET,2,70177015,BS-222,assignments,4,10,3
BSIET,2,70177015,BS-222,midterm,1,100,64
BSIET,2,70177015,BS-222,final,1,100,81
BSIET,2,70177015,BS-223,quizzes,1,10,8
BSIET,2,70177015,BS-223,quizzes,2,10,9
BSIET,2,70177015,BS-223,quizzes,3,10,8
BSIET,2,70177015,BS-223,quizzes,4,10,9
BSIET,2,70177015,BS-223,assignments,1,10,9
BSIET,2,70177015,BS-223,assignments,2,10,9
BSIET,2,70177015,BS-223,assignments,3,10,7
BSIET,2,70177015,BS-223,assignments,4,10,3
BSIET,2,70177015,BS-223,midterm,1,100,64
BSIET,2,70177015,BS-223,final,1,100,81
BSIET,2,70177015,BS-223,lab,1,10,9
BSIET,2,70177015,BS-223,lab,2,10,9
BSIET,2,70177015,BS-223,lab,3,10,9
BSIET,2,70177015,BS-223,lab,4,10,9
BSIET,2,70177015,BS-223,lab,5,10,9
BSIET,2,70177015,BS-223,lab,6,10,9
BSIET,2,70177015,BS-223,lab,7,10,9
BSIET,2,70177015,BS-223,lab,8,10,9
BSIET,2,70177015,BS-223,lab,9,10,9
BSIET,2,70177015,BS-223,lab,10,10,9
BSIET,2,70177015,BS-223,lab,11,10,9
BSIET,2,70177015,BS-223,lab,12,10,9
BSIET,2,70177015,BS-223,lab,13,10,9
BSIET,2,70177015,BS-223,lab,14,10,9
BSIET,2,70177015,BS-223,lab,15,10,9
BSIET,2,70177015,BS-223,lab,16,10,9
BSIET,2,70177015,BS-224,quizzes,1,10,8
BSIET,2,70177015,BS-224,quizzes,2,10,9
BSIET,2,70177015,BS-224,quizzes,3,10,8
BSIET,2,70177015,BS-224,quizzes,4,10,9
BSIET,2,70177015,BS-224,assignments,1,10,9
BSIET,2,70177015,BS-224,assignments,2,10,9
BSIET,2,70177015,BS-224,assignments,3,10,7
BSIET,2,70177015,BS-224,assignments,4,10,3
BSIET,2,70177015,BS-224,midterm,1,100,64
BSIET,2,70177015,BS-224,final,1,100,81
BSIET,2,70177015,BS-225,quizzes,1,10,8
BSIET,2,70177015,BS-225,quizzes,2,10,9
BSIET,2,70177015,BS-225,quizzes,3,10,8
BSIET,2,70177015,BS-225,quizzes,4,10,9
BSIET,2,70177015,BS-225,assignments,1,10,9
BSIET,2,70177015,BS-225,assignments,2,10,9
BSIET,2,70177015,BS-225,assignments,3,10,7
BSIET,2,70177015,BS-225,assignments,4,10,3
BSIET,2,70177015,BS-225,midterm,1,100,64
BSIET,2,70177015,BS-225,final,1,100,81
BSIET,2,70177015,BS-225,lab,1,10,9
BSIET,2,70177015,BS-225,lab,2,10,9
BSIET,2,70177015,BS-225,lab,3,10,9
BSIET,2,70177015,BS-225,lab,4,10,9
BSIET,2,70177015,BS-225,lab,5,10,9
BSIET,2,70177015,BS-225,lab,6,10,9
BSIET,2,70177015,BS-225,lab,7,10,9
BSIET,2,70177015,BS-225,lab,8,10,9
BSIET,2,70177015,BS-225,lab,9,10,9
BSIET,2,70177015,BS-225,lab,10,10,9
BSIET,2,70177015,BS-225,lab,11,10,9
BSIET,2,70177015,BS-225,lab,12,10,9
BSIET,2,70177015,BS-225,lab,13,10,9
BSIET,2,70177015,BS-225,lab,14,10,9
BSIET,2,70177015,BS-225,lab,15,10,9
BSIET,2,70177015,BS-225,lab,16,10,9
BSIET,2,70177016,BS-221,quizzes,1,10,8
BSIET,2,70177016,BS-221,quizzes,2,10,9
BSIET,2,70177016,BS-221,quizzes,3,10,8
BSIET,2,70177016,BS-221,quizzes,4,10,9
BSIET,2,70177016,BS-221,assignments,1,10,9
BSIET,2,70177016,BS-221,assignments,2,10,9
BSIET,2,70177016,BS-221,assignments,3,10,7
BSIET,2,70177016,BS-221,assignments,4,10,3
BSIET,2,70177016,BS-221,midterm,1,100,64
BSIET,2,70177016,BS-221,final,1,100,81
BSIET,2,70177016,BS-221,lab,1,10,9
BSIET,2,70177016,BS-221,lab,2,10,9
BSIET,2,70177016,BS-221,lab,3,10,9
BSIET,2,70177016,BS-221,lab,4,10,9
BSIET,2,70177016,BS-221,lab,5,10,9
BSIET,2,70177016,BS-221,lab,6,10,9
BSIET,2,70177016,BS-221,lab,7,10,9
BSIET,2,70177016,BS-221,lab,8,10,9
BSIET,2,70177016,BS-221,lab,9,10,9
BSIET,2,70177016,BS-221,lab,10,10,9
BSIET,2,70177016,BS-221,lab,11,10,9
BSIET,2,70177016,BS-221,lab,12,10,9
BSIET,2,70177016,BS-221,lab,13,10,9
BSIET,2,70177016,BS-221,lab,14,10,9
BSIET,2,70177016,BS-221,lab,15,10,9
BSIET,2,70177016,BS-221,lab,16,10,9
BSIET,2,70177016,BS-222,quizzes,1,10,8
BSIET,2,70177016,BS-222,quizzes,2,10,9
BSIET,2,70177016,BS-222,quizzes,3,10,8
BSIET,2,70177016,BS-222,quizzes,4,10,9
BSIET,2,70177016,BS-222,assignments,1,10,9
BSIET,2,70177016,BS-222,assignments,2,10,9
BSIET,2,70177016,BS-222,assignments,3,10,7
BSIET,2,70177016,BS-222,assignments,4,10,3
BSIET,2,70177016,BS-222,midterm,1,100,64
BSIET,2,70177016,BS-222,final,1,100,81
BSIET,2,70177016,BS-223,quizzes,1,10,8
BSIET,2,70177016,BS-223,quizzes,2,10,9
BSIET,2,70177016,BS-223,quizzes,3,10,8
BSIET,2,70177016,BS-223,quizzes,4,10,9
BSIET,2,70177016,BS-223,assignments,1,10,9
BSIET,2,70177016,BS-223,assignments,2,10,9
BSIET,2,70177016,BS-223,assignments,3,10,7
BSIET,2,70177016,BS-223,assignments,4,10,3
BSIET,2,70177016,BS-223,midterm,1,100,64
BSIET,2,70177016,BS-223,final,1,100,81
BSIET,2,70177016,BS-223,lab,1,10,9
BSIET,2,70177016,BS-223,lab,2,10,9
BSIET,2,70177016,BS-223,lab,3,10,9
BSIET,2,70177016,BS-223,lab,4,10,9
BSIET,2,70177016,BS-223,lab,5,10,9
BSIET,2,70177016,BS-223,lab,6,10,9
BSIET,2,70177016,BS-223,lab,7,10,9
BSIET,2,70177016,BS-223,lab,8,10,9
BSIET,2,70177016,BS-223,lab,9,10,9
BSIET,2,70177016,BS-223,lab,10,10,9
BSIET,2,70177016,BS-223,lab,11,10,9
BSIET,2,70177016,BS-223,lab,12,10,9
BSIET,2,70177016,BS-223,lab,13,10,9
BSIET,2,70177016,BS-223,lab,14,10,9
BSIET,2,70177016,BS-223,lab,15,10,9
BSIET,2,70177016,BS-223,lab,16,10,9
BSIET,2,70177016,BS-224,quizzes,1,10,8
BSIET,2,70177016,BS-224,quizzes,2,10,9
BSIET,2,70177016,BS-224,quizzes,3,10,8
BSIET,2,70177016,BS-224,quizzes,4,10,9
BSIET,2,70177016,BS-224,assignments,1,10,9
BSIET,2,70177016,BS-224,assignments,2,10,9
BSIET,2,70177016,BS-224,assignments,3,10,7
BSIET,2,70177016,BS-224,assignments,4,10,3
BSIET,2,70177016,BS-224,midterm,1,100,64
BSIET,2,70177016,BS-224,final,1,100,81
BSIET,2,70177016,BS-225,quizzes,1,10,8
BSIET,2,70177016,BS-225,quizzes,2,10,9
BSIET,2,70177016,BS-225,quizzes,3,10,8
BSIET,2,70177016,BS-225,quizzes,4,10,9
BSIET,2,70177016,BS-225,assignments,1,10,9
BSIET,2,70177016,BS-225,assignments,2,10,9
BSIET,2,70177016,BS-225,assignments,3,10,7
BSIET,2,70177016,BS-225,assignments,4,10,3
BSIET,2,70177016,BS-225,midterm,1,100,64
BSIET,2,70177016,BS-225,final,1,100,81
BSIET,2,70177016,BS-225,lab,1,10,9
BSIET,2,70177016,BS-225,lab,2,10,9
BSIET,2,70177016,BS-225,lab,3,10,9
BSIET,2,70177016,BS-225,lab,4,10,9
BSIET,2,70177016,BS-225,lab,5,10,9
BSIET,2,70177016,BS-225,lab,6,10,9
BSIET,2,70177016,BS-225,lab,7,10,9
BSIET,2,70177016,BS-225,lab,8,10,9
BSIET,2,70177016,BS-225,lab,9,10,9
BSIET,2,70177016,BS-225,lab,10,10,9
BSIET,2,70177016,BS-225,lab,11,10,9
BSIET,2,70177016,BS-225,lab,12,10,9
BSIET,2,70177016,BS-225,lab,13,10,9
BSIET,2,70177016,BS-225,lab,14,10,9
BSIET,2,70177016,BS-225,lab,15,10,9
BSIET,2,70177016,BS-225,lab,16,10,9
BSIET,2,70177017,BS-221,quizzes,1,10,8
BSIET,2,70177017,BS-221,quizzes,2,10,9
BSIET,2,70177017,BS-221,quizzes,3,10,8
BSIET,2,70177017,BS-221,quizzes,4,10,9
BSIET,2,70177017,BS-221,assignments,1,10,9
BSIET,2,70177017,BS-221,assignments,2,10,9
BSIET,2,70177017,BS-221,assignments,3,10,7
BSIET,2,70177017,BS-221,assignments,4,10,3
BSIET,2,70177017,BS-221,midterm,1,100,64
BSIET,2,70177017,BS-221,final,1,100,81
BSIET,2,70177017,BS-221,lab,1,10,9
BSIET,2,70177017,BS-221,lab,2,10,9
BSIET,2,70177017,BS-221,lab,3,10,9
BSIET,2,70177017,BS-221,lab,4,10,9
BSIET,2,70177017,BS-221,lab,5,10,9
BSIET,2,70177017,BS-221,lab,6,10,9
BSIET,2,70177017,BS-221,lab,7,10,9
BSIET,2,70177017,BS-221,lab,8,10,9
BSIET,2,70177017,BS-221,lab,9,10,9
BSIET,2,70177017,BS-221,lab,10,10,9
BSIET,2,70177017,BS-221,lab,11,10,9
BSIET,2,70177017,BS-221,lab,12,10,9
BSIET,2,70177017,BS-221,lab,13,10,9
BSIET,2,70177017,BS-221,lab,14,10,9
BSIET,2,70177017,BS-221,lab,15,10,9
BSIET,2,70177017,BS-221,lab,16,10,9
BSIET,2,70177017,BS-222,quizzes,1,10,8
BSIET,2,70177017,BS-222,quizzes,2,10,9
BSIET,2,70177017,BS-222,quizzes,3,10,8
BSIET,2,70177017,BS-222,quizzes,4,10,9
BSIET,2,70177017,BS-222,assignments,1,10,9
BSIET,2,70177017,BS-222,assignments,2,10,9
BSIET,2,70177017,BS-222,assignments,3,10,7
BSIET,2,70177017,BS-222,assignments,4,10,3
BSIET,2,70177017,BS-222,midterm,1,100,64
BSIET,2,70177017,BS-222,final,1,100,81
BSIET,2,70177017,BS-223,quizzes,1,10,8
BSIET,2,70177017,BS-223,quizzes,2,10,9
BSIET,2,70177017,BS-223,quizzes,3,10,8
BSIET,2,70177017,BS-223,quizzes,4,10,9
BSIET,2,70177017,BS-223,assignments,1,10,9
BSIET,2,70177017,BS-223,assignments,2,10,9
BSIET,2,70177017,BS-223,assignments,3,10,7
BSIET,2,70177017,BS-223,assignments,4,10,3
BSIET,2,70177017,BS-223,midterm,1,100,64
BSIET,2,70177017,BS-223,final,1,100,81
BSIET,2,70177017,BS-223,lab,1,10,9
BSIET,2,70177017,BS-223,lab,2,10,9
BSIET,2,70177017,BS-223,lab,3,10,9
BSIET,2,70177017,BS-223,lab,4,10,9
BSIET,2,70177017,BS-223,lab,5,10,9
BSIET,2,70177017,BS-223,lab,6,10,9
BSIET,2,70177017,BS-223,lab,7,10,9
BSIET,2,70177017,BS-223,lab,8,10,9
BSIET,2,70177017,BS-223,lab,9,10,9
BSIET,2,70177017,BS-223,lab,10,10,9
BSIET,2,70177017,BS-223,lab,11,10,9
BSIET,2,70177017,BS-223,lab,12,10,9
BSIET,2,70177017,BS-223,lab,13,10,9
BSIET,2,70177017,BS-223,lab,14,10,9
BSIET,2,70177017,BS-223,lab,15,10,9
BSIET,2,70177017,BS-223,lab,16,10,9
BSIET,2,70177017,BS-224,quizzes,1,10,8
BSIET,2,70177017,BS-224,quizzes,2,10,9
BSIET,2,70177017,BS-224,quizzes,3,10,8
